item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales
13.1,1,0.01209726,11,188.853,2004,2,1,1,3225.801
14.3,4,0.0343826,0,96.5726,1987,0,2,1,2251.0698
12.857645,1,0.035406843,13,244.317,1985,1,2,3,8262.578
8.6,1,0.09037434,9,114.3176,2002,1,1,1,1946.7992
5.78,2,0.074451126,13,264.5568,2009,1,2,2,6327.763
8.195,1,0.03146713,0,91.8462,2002,1,1,1,2313.655
13.65,2,0.07878667,4,184.824,1997,2,0,1,3355.632
17.35,1,0.056032248,0,102.3016,2002,1,1,1,1619.2256
20.25,1,0.058935523,9,246.646,1997,2,0,1,2463.46
12.857645,2,0.06457733,10,230.5352,1985,2,0,0,687.1056
16.1,1,0.034306962,6,252.3356,1997,2,0,1,3815.034
12.857645,2,0.053586457,6,89.7856,1985,1,2,3,966.7416
17.6,2,0.07643192,10,113.2202,2009,1,2,2,2025.3636
18.0,1,0.039090104,13,148.4418,2002,1,1,1,4119.97
12.5,1,0.03154913,8,99.0384,1998,1,2,0,197.0768
9.065,1,0.115233816,5,94.4094,1987,0,2,1,2856.282
16.85,2,0.15982562,5,195.5478,2004,2,1,1,4262.4517
16.0,1,0.07308017,9,228.4668,2007,1,1,1,2534.035
9.3,1,0.06672772,5,181.6292,1987,0,2,1,2371.5796
6.215,1,0.012146608,6,37.9848,2004,2,1,1,782.9808
20.1,2,0.022552082,6,226.6036,2007,1,1,1,6831.108
8.77,2,0.047036037,6,170.5422,2007,1,1,1,2759.0752
16.25,1,0.08715866,4,95.141,2004,2,1,1,2220.443
15.15,1,0.027756138,0,150.4708,1987,0,2,1,2106.5913
13.15,1,0.092589915,9,159.5604,1987,0,2,1,1901.5248
12.15,1,0.0,9,117.615,1987,0,2,1,1514.695
12.857645,1,0.07742789,5,41.8454,1985,2,0,0,41.9454
20.85,1,0.12122745,13,197.5452,2004,2,1,1,4306.3945
18.2,2,0.06628452,6,247.2092,2004,2,1,1,3486.129
8.3,1,0.03549838,6,36.6506,2009,1,2,2,455.4072
6.195,1,0.07213152,13,120.1098,2002,1,1,1,2892.235
15.1,1,0.0,6,216.4166,2002,1,1,1,2830.316
11.5,1,0.021020615,8,130.7942,2002,1,1,1,2782.3782
19.0,1,0.11190226,5,105.4622,2004,2,1,1,1905.5197
10.5,1,0.071548186,5,120.2098,2009,1,2,2,602.549
8.8,1,0.071540445,13,210.6612,1999,1,0,1,2508.7344
12.857645,1,0.12176512,8,264.1884,1985,2,0,0,264.9884
17.75,1,0.014609738,6,160.4262,2002,1,1,1,3182.524
12.857645,2,0.080698,5,39.8506,1985,2,0,0,37.9506
17.75,2,0.15680218,4,242.1538,2004,2,1,1,4326.368
20.75,1,0.024144862,6,123.373,2004,2,1,1,2093.941
16.7,2,0.062297247,13,60.6562,2009,1,2,2,592.562
12.857645,1,0.05205871,5,55.5588,1985,1,2,3,1145.176
13.85,1,0.031402115,11,40.248,2002,1,1,1,319.584
15.35,2,0.11321722,6,191.1504,1997,2,0,1,1725.7535
12.1,1,0.0,6,177.3002,2004,2,1,1,3044.7034
12.15,1,0.0,9,118.515,2009,1,2,2,1398.18
12.857645,1,0.031139933,4,74.8012,1985,2,0,0,303.6048
16.35,1,0.013363902,11,106.128,2004,2,1,1,1917.504
12.857645,1,0.030952737,6,160.1578,1985,1,2,3,3048.6982
7.27,1,0.07136748,14,111.8518,2009,1,2,2,2277.036
13.8,1,0.0581928,4,246.9802,1999,1,0,1,5896.3247
20.25,2,0.022976493,0,240.3538,1999,1,0,1,4086.0146
9.3,3,0.11122052,1,65.7826,1997,2,0,1,968.739
14.15,1,0.037967686,15,125.6046,1999,1,0,1,1618.5598
12.857645,3,0.0,8,164.5526,1985,1,2,3,2302.3364
8.115,2,0.032158867,3,154.8972,1997,2,0,1,1713.7692
12.857645,2,0.045068894,13,190.8872,1985,2,0,0,945.436
11.1,1,0.033176087,9,120.1124,2002,1,1,1,1896.1984
12.5,1,0.018845297,8,96.7384,2004,2,1,1,2759.0752
9.8,2,0.05637588,1,84.6908,2004,2,1,1,1006.6896
19.7,2,0.16135627,3,253.1014,2009,1,2,2,2805.0154
14.3,2,0.034605883,0,95.9726,2007,1,1,1,2153.1973
19.75,1,0.033942547,13,213.5902,1999,1,0,1,4460.1943
18.5,1,0.025740258,10,89.4172,1987,0,2,1,1605.9095
12.857645,1,0.026938317,9,174.1396,1985,1,2,3,4012.1108
12.35,2,0.03375448,10,199.0426,2004,2,1,1,3361.6243
12.857645,1,0.015375557,8,156.9604,1985,1,2,3,4278.4307
5.365,2,0.14045832,12,169.7764,1999,1,0,1,3263.7517
12.857645,1,0.046333984,8,97.2384,1985,1,2,3,2660.5369
20.5,2,0.0,5,82.8592,2004,2,1,1,908.1512
8.71,1,0.13922842,3,49.5376,1997,2,0,1,1198.44
12.857645,1,0.0,12,109.4596,1985,1,2,3,1833.6132
16.0,2,0.0,10,48.1718,2007,1,1,1,756.3488
17.6,1,0.00799436,4,171.6422,1987,0,2,1,3793.7285
20.7,2,0.12176717,5,118.9466,2002,1,1,1,353.5398
13.0,2,0.030083481,3,61.922,2004,2,1,1,1557.972
20.2,2,0.118025094,0,195.811,2007,1,1,1,2553.343
20.35,1,0.060649212,0,232.7616,1987,0,2,1,2812.339
18.6,0,0.15193175,2,101.1358,1987,0,2,1,1105.8938
12.857645,1,0.06383102,7,46.206,1985,1,2,3,1304.968
13.35,3,0.10309135,4,229.9352,2007,1,1,1,2519.3872
17.85,1,0.052389406,13,120.9072,2009,1,2,2,2817.6655
16.35,1,0.013355306,11,105.528,1987,0,2,1,2024.032
14.85,2,0.019550858,4,263.791,2002,1,1,1,4207.856
21.25,1,0.01005532,10,183.1608,2007,1,1,1,2756.412
14.15,1,0.03484567,13,242.7828,1987,0,2,1,3167.8765
17.2,2,0.025162023,3,145.9418,2004,2,1,1,1765.7017
12.857645,1,0.022685222,6,161.592,1985,1,2,3,4314.384
10.85,1,0.16257165,13,107.4622,2002,1,1,1,529.311
20.35,2,0.014825605,6,233.2958,1997,2,0,1,4206.5244
16.35,1,0.05803435,9,124.802,1998,1,2,0,253.004
9.3,1,0.043785695,7,191.6846,1997,2,0,1,3057.3535
12.857645,2,0.07679861,14,231.8958,1985,1,2,3,8413.049
15.75,1,0.055241242,0,196.5452,2007,1,1,1,3131.923
14.85,1,0.061102234,9,253.2698,2002,1,1,1,2283.0283
18.6,1,0.03951712,5,243.6802,2007,1,1,1,5896.3247
16.35,1,0.029565308,9,256.4646,2009,1,2,2,515.3292
9.695,2,0.12828325,0,226.1404,1997,2,0,1,3375.606
15.15,2,0.012332667,13,130.0284,2007,1,1,1,3559.3667
14.3,2,0.06519523,6,88.9856,2004,2,1,1,1669.8264
10.895,1,0.10825394,6,194.8794,1998,1,2,0,585.2382
8.39,1,0.12117885,9,165.1868,2007,1,1,1,2784.3755
18.35,0,0.0,4,151.934,1987,0,2,1,306.268
15.2,1,0.09698132,8,116.3492,1987,0,2,1,2548.6824
20.2,1,0.06435191,13,259.4646,2004,2,1,1,2061.317
12.857645,1,0.0794198,9,172.3106,1985,1,2,3,5475.539
8.71,2,0.0723018,3,185.6924,2002,1,1,1,3331.663
12.15,1,0.021719387,1,163.1184,2004,2,1,1,3467.4863
8.06,1,0.021420032,2,232.0326,2002,1,1,1,3003.4238
11.5,0,0.2904303,6,130.6652,1998,1,2,0,258.3304
14.85,1,0.018571641,3,187.3214,1997,2,0,1,4333.6924
11.8,1,0.0,6,45.2402,2009,1,2,2,1148.505
14.7,1,0.020952705,7,143.5128,1999,1,0,1,2444.8176
12.857645,1,0.10237164,9,221.2456,1985,2,0,0,663.1368
18.75,0,0.0342788,9,214.1218,1987,0,2,1,4488.1577
7.235,1,0.0,13,115.1834,2002,1,1,1,1382.2008
12.857645,0,0.038377013,6,211.5586,1985,1,2,3,4432.2305
19.6,1,0.025325896,8,150.9024,1999,1,0,1,3795.06
7.27,2,0.02089869,3,92.2488,2007,1,1,1,814.9392
15.1,2,0.10588113,6,42.0796,2002,1,1,1,454.0756
7.81,1,0.11290634,14,243.5486,1998,1,2,0,488.6972
7.81,2,0.055216312,3,125.5046,2004,2,1,1,3237.1196
6.465,1,0.12521037,3,266.8884,2007,1,1,1,1059.9536
12.857645,1,0.058185842,9,220.8456,1985,1,2,3,4199.866
10.8,1,0.09881472,10,100.5042,2009,1,2,2,1884.8798
9.5,2,0.022058723,10,196.8452,1997,2,0,1,3523.4136
20.7,2,0.10009158,6,125.5388,1987,0,2,1,2105.2595
8.895,1,0.0758766,7,235.9616,2007,1,1,1,1874.8928
15.6,1,0.03784136,13,125.2704,2009,1,2,2,2628.5784
9.0,1,0.08194327,5,214.5534,1987,0,2,1,3440.8545
19.35,1,0.016645163,5,120.9098,2002,1,1,1,1687.1372
19.7,2,0.018061323,10,102.599,2002,1,1,1,2063.98
12.857645,2,0.028062401,1,44.0402,1985,2,0,0,91.8804
5.825,1,0.0918579,9,160.7894,2009,1,2,2,1617.894
12.857645,1,0.036109414,6,140.6154,1985,1,2,3,4538.093
12.85,1,0.10863337,6,233.8642,2009,1,2,2,2323.642
12.85,1,0.03324652,13,172.4422,2002,1,1,1,4483.497
17.5,1,0.016720133,10,139.918,1987,0,2,1,419.454
17.0,1,0.055433378,4,221.1114,1997,2,0,1,4434.228
7.05,1,0.08496602,13,111.1912,1997,2,0,1,1965.4417
5.78,2,0.07413505,13,264.0568,2004,2,1,1,2109.2544
15.2,1,0.09174595,13,229.0352,2004,2,1,1,2290.352
12.857645,1,0.056685384,6,178.437,1985,1,2,3,3175.866
11.35,2,0.00552947,6,169.279,2004,2,1,1,2376.906
17.5,1,0.013664703,5,257.7304,2002,1,1,1,5683.269
16.25,1,0.08731067,4,95.541,1999,1,0,1,1544.656
12.85,1,0.022639195,6,179.7318,1999,1,0,1,2165.1816
12.857645,1,0.016531033,5,122.4098,1985,1,2,3,3012.745
8.84,2,0.07687399,5,109.9228,2009,1,2,2,1547.3192
12.857645,1,0.035863437,10,58.3562,1985,1,2,3,1125.8678
17.75,1,0.11130162,11,107.5912,1997,2,0,1,1528.6768
6.38,1,0.015193323,9,143.347,2002,1,1,1,858.882
12.857645,2,0.04640893,3,153.2998,1985,1,2,3,3998.795
10.65,1,0.0,6,57.1272,2004,2,1,1,279.636
13.1,1,0.07494003,4,75.0354,1997,2,0,1,902.8248
12.857645,0,0.0651197,14,145.7128,1985,1,2,3,4026.7583
10.195,1,0.0,5,143.1154,2007,1,1,1,2410.8618
6.67,2,0.0904569,13,131.2626,2007,1,1,1,2098.6016
5.32,1,0.09307168,8,103.8674,2002,1,1,1,509.337
12.857645,2,0.04829219,0,133.1626,1985,1,2,3,2492.0894
12.1,1,0.02990268,14,144.3444,2009,1,2,2,1161.1552
13.85,2,0.056547984,2,232.73,2009,1,2,2,6291.81
16.35,1,0.03472622,9,125.602,1999,1,0,1,3036.048
18.35,1,0.088908546,9,192.8504,1987,0,2,1,2876.256
15.5,2,0.044024162,6,102.0332,1998,1,2,0,102.5332
12.1,1,0.020568574,13,150.4734,1997,2,0,1,2078.6277
12.1,1,0.020564685,13,148.2734,2004,2,1,1,3266.4148
19.25,2,0.058226608,5,85.2908,1987,0,2,1,671.1264
8.71,2,0.07215546,3,183.3924,1997,2,0,1,3146.5708
10.5,1,0.027253712,9,170.9106,1987,0,2,1,3251.1013
11.6,2,0.14460407,4,240.8222,2009,1,2,2,3585.333
16.0,2,0.19347799,6,55.9246,1998,1,2,0,405.4722
6.865,1,0.056945935,13,214.6218,2002,1,1,1,1923.4962
10.395,1,0.031288337,12,159.5604,2002,1,1,1,2852.287
8.05,2,0.07840046,6,259.0646,1997,2,0,1,4380.2983
5.785,2,0.03897609,6,264.2252,2007,1,1,1,3934.878
10.3,2,0.058918845,6,191.653,1999,1,0,1,5313.084
12.5,1,0.031176157,6,103.099,2009,1,2,2,722.393
7.63,1,0.061159246,14,92.5436,1999,1,0,1,1607.2412
13.5,2,0.0,13,78.396,2004,2,1,1,1438.128
17.5,1,0.052550476,13,101.299,2002,1,1,1,722.393
12.857645,1,0.12444829,14,112.0518,1985,2,0,0,113.8518
8.21,3,0.010808272,7,150.5392,2009,1,2,2,1043.9744
11.65,2,0.010963269,10,110.9544,2009,1,2,2,335.5632
18.5,0,0.0,13,119.8124,2007,1,1,1,4029.4216
7.72,4,0.0750359,1,78.7986,2009,1,2,2,856.8846
5.88,1,0.024882615,9,149.4392,2004,2,1,1,1640.5312
6.85,1,0.022878952,5,262.3594,2004,2,1,1,3924.891
12.857645,1,0.1665725,9,176.1712,1985,1,2,3,3691.1953
7.52,0,0.055081625,6,128.8994,1987,0,2,1,2055.9905
13.65,2,0.025920816,13,81.2302,1997,2,0,1,2059.985
12.857645,1,0.02950032,9,46.2086,1985,1,2,3,802.9548
6.985,2,0.13764547,10,185.2608,2002,1,1,1,2940.1729
12.857645,1,0.0,13,240.6222,1985,1,2,3,4302.3994
9.3,1,0.026818195,4,248.9092,1998,1,2,0,498.0184
12.1,1,0.030102335,3,74.767,1987,0,2,1,2220.443
5.98,1,0.04374031,6,145.3418,2009,1,2,2,2354.2688
9.0,1,0.069653586,8,266.2884,1999,1,0,1,2914.8723
7.145,1,0.01785932,5,160.6578,2009,1,2,2,2246.4092
19.0,1,0.017755212,8,211.7244,2002,1,1,1,2752.4172
7.855,2,0.16187507,0,35.6848,2002,1,1,1,335.5632
19.5,1,0.12818176,1,156.1314,2004,2,1,1,2792.3652
8.71,1,0.121250376,3,92.7778,1997,2,0,1,1032.6558
11.5,1,0.014921093,15,173.908,2009,1,2,2,1211.756
18.85,1,0.04043437,9,244.3144,1999,1,0,1,5635.331
13.65,2,0.031508923,3,98.77,2002,1,1,1,1697.79
6.135,1,0.079094835,14,114.386,1999,1,0,1,1018.674
5.655,1,0.17579341,14,146.9102,2009,1,2,2,1749.7224
14.85,2,0.019495051,4,261.291,1987,0,2,1,10256.649
20.75,2,0.063313976,2,153.7682,2004,2,1,1,1829.6184
10.0,1,0.0674819,13,234.859,2009,1,2,2,1181.795
10.3,1,0.07002695,4,263.6226,2004,2,1,1,6608.065
5.675,2,0.023496967,13,156.1288,1997,2,0,1,2828.3184
5.51,1,0.0,8,98.9726,2009,1,2,2,1565.9615
17.75,3,0.07355952,12,33.9216,2002,1,1,1,830.9184
17.75,1,0.07626905,0,113.1544,2009,1,2,2,1006.6896
8.365,2,0.039925236,6,189.2188,2002,1,1,1,4570.0513
12.857645,2,0.09388395,3,200.4742,1985,2,0,0,398.1484
10.0,2,0.03773288,13,128.2994,1987,0,2,1,1413.4934
18.2,2,0.066400126,6,250.1092,1999,1,0,1,5727.2114
19.35,2,0.039920688,14,163.3868,2004,2,1,1,3439.5227
12.857645,1,0.022351809,10,143.7812,1985,1,2,3,4986.842
7.39,1,0.1201809,11,141.447,1987,0,2,1,2290.352
7.945,1,0.015900971,13,163.821,1999,1,0,1,1794.331
16.0,2,0.17275909,13,157.0972,1997,2,0,1,4673.916
20.1,1,0.077454254,8,59.2536,1997,2,0,1,735.0432
20.6,1,0.03925541,6,94.4778,1998,1,2,0,93.8778
8.575,2,0.072252885,4,196.5794,2007,1,1,1,5267.144
17.7,2,0.016664252,6,47.9034,2009,1,2,2,729.051
20.0,2,0.086187884,5,125.4678,1998,1,2,0,127.1678
5.695,1,0.10978406,5,256.0646,1998,1,2,0,1288.323
5.11,1,0.0,9,164.721,2009,1,2,2,3588.662
15.25,2,0.0,13,178.166,2002,1,1,1,4853.682
12.857645,2,0.029023048,3,177.837,1985,1,2,3,6704.606
18.25,2,0.18314235,4,110.357,1987,0,2,1,2087.283
15.6,2,0.0,13,170.6132,1987,0,2,1,6595.415
13.0,1,0.1538574,3,76.3986,1999,1,0,1,778.986
7.02,1,0.081290364,6,147.3734,1999,1,0,1,2524.0479
19.7,1,0.06693546,13,177.537,1997,2,0,1,3175.866
9.1,1,0.05551492,9,112.5518,1999,1,0,1,341.5554
8.0,2,0.05065723,1,249.9092,1998,1,2,0,249.0092
17.75,1,0.098108955,8,240.9196,2009,1,2,2,4579.3726
19.5,1,0.12840533,1,156.4314,1999,1,0,1,2326.971
7.685,1,0.025477448,8,145.276,1997,2,0,1,3515.424
9.6,1,0.040969756,8,188.7214,1998,1,2,0,376.8428
19.6,1,0.04055087,4,45.5718,1998,1,2,0,47.2718
17.6,1,0.17554589,13,163.6868,1998,1,2,0,163.7868
15.6,2,0.09934483,4,63.6194,2002,1,1,1,743.0328
12.65,1,0.042276748,9,108.4938,1999,1,0,1,1500.7133
12.857645,1,0.013861607,0,94.4462,1985,1,2,3,2036.0164
12.857645,2,0.07638737,13,112.1518,1985,1,2,3,3870.9612
14.5,1,0.08996026,8,159.5604,2002,1,1,1,1426.1436
6.425,1,0.010480751,3,116.5808,2009,1,2,2,2460.7969
9.695,0,0.07058742,7,176.9344,2002,1,1,1,5888.335
19.6,1,0.03387323,14,56.1614,1987,0,2,1,828.921
20.7,0,0.039238386,9,152.8366,2004,2,1,1,2569.3223
12.6,1,0.024331586,4,34.9874,2007,1,1,1,529.311
8.275,1,0.110197976,9,104.2306,1987,0,2,1,3658.571
12.857645,1,0.028048877,9,106.1964,1985,2,0,0,210.3928
19.85,1,0.04563123,6,128.102,1987,0,2,1,1265.02
7.36,1,0.08755962,5,55.2588,1998,1,2,0,229.0352
20.35,2,0.25286597,10,82.7276,1998,1,2,0,162.4552
17.7,2,0.13530602,15,183.7924,1999,1,0,1,2221.109
12.857645,1,0.12676091,2,176.937,1985,2,0,0,352.874
8.39,2,0.024201084,5,112.6176,2004,2,1,1,2175.8345
9.195,1,0.015856296,0,81.6592,2004,2,1,1,1403.5063
8.93,1,0.028411899,4,152.334,2004,2,1,1,2143.876
15.7,1,0.16052932,9,59.2562,1987,0,2,1,296.281
16.7,1,0.026771205,9,246.3776,2007,1,1,1,1981.4208
12.857645,1,0.049934853,14,95.0752,1985,1,2,3,2588.6304
20.5,2,0.113045886,6,194.1478,2007,1,1,1,2906.217
12.857645,1,0.015359722,9,163.7526,1985,1,2,3,1973.4312
11.65,1,0.034049705,12,112.286,2007,1,1,1,452.744
20.75,1,0.02128304,14,153.5024,1999,1,0,1,2428.8384
12.857645,1,0.06346205,5,157.563,1985,1,2,3,1721.093
16.2,1,0.074019395,5,41.7454,1998,1,2,0,83.8908
10.195,2,0.017666979,15,239.4538,2002,1,1,1,4566.722
12.857645,1,0.12429953,9,73.4696,1985,2,0,0,298.2784
13.3,1,0.079739854,4,233.03,1987,0,2,1,5359.69
6.215,1,0.012167793,6,37.4848,1999,1,0,1,111.8544
6.67,2,0.0,13,90.5514,2009,1,2,2,974.0654
12.6,2,0.07433856,4,255.5356,2007,1,1,1,9664.753
12.15,1,0.018407034,5,254.7698,2004,2,1,1,5834.4053
16.6,1,0.050369192,3,117.2124,1999,1,0,1,1422.1488
12.857645,2,0.019837655,5,128.131,1985,1,2,3,1687.803
20.85,2,0.056465715,1,103.6648,1997,2,0,1,2285.0256
11.0,1,0.05492864,8,101.7358,2004,2,1,1,1508.037
15.6,1,0.066829875,11,185.5924,1999,1,0,1,3146.5708
12.857645,1,0.12283217,4,217.685,1985,2,0,0,432.77
10.195,2,0.14669244,4,194.5794,2007,1,1,1,4096.6675
12.6,2,0.062827446,5,105.099,2002,1,1,1,1444.786
20.2,0,0.064464144,13,255.7646,1999,1,0,1,5410.9565
18.0,1,0.124959014,5,116.5124,2009,1,2,2,355.5372
6.75,2,0.0,4,96.7752,1999,1,0,1,1342.2528
12.35,2,0.1591149,10,158.1946,2009,1,2,2,1104.5623
7.59,2,0.145335,6,173.108,2002,1,1,1,2077.296
14.8,1,0.08116814,10,190.5846,1999,1,0,1,3630.6074
5.11,1,0.03487469,9,161.721,1997,2,0,1,2446.815
6.38,0,0.031898174,4,177.4344,1997,2,0,1,1784.344
8.3,2,0.038211536,4,87.7198,1997,2,0,1,1569.9564
16.7,2,0.03874616,13,143.8102,2007,1,1,1,4811.737
12.857645,2,0.03443677,1,156.5288,1985,1,2,3,4870.9927
9.695,1,0.13026164,6,185.2898,2002,1,1,1,3367.6165
8.235,1,0.014456938,8,184.795,2004,2,1,1,1464.76
10.195,1,0.1263831,3,112.1886,1997,2,0,1,667.1316
10.695,2,0.12762082,4,119.244,1987,0,2,1,3475.476
8.38,2,0.046878476,0,109.857,2004,2,1,1,2306.997
11.65,1,0.22011112,0,153.0024,1998,1,2,0,455.4072
9.195,2,0.0471117,5,52.0666,2004,2,1,1,615.1992
8.1,2,0.019768503,3,88.6198,1997,2,0,1,1569.9564
18.6,1,0.015858892,13,152.9366,2007,1,1,1,453.4098
17.6,1,0.018905327,8,234.659,1997,2,0,1,8508.924
20.25,1,0.014280554,9,148.0418,2009,1,2,2,1177.1344
5.98,1,0.075675435,7,53.3614,1999,1,0,1,331.5684
18.75,1,0.010381661,9,207.8954,1999,1,0,1,2292.3494
5.82,2,0.07747588,6,255.333,2002,1,1,1,4870.327
8.52,1,0.02705936,14,153.3682,1997,2,0,1,914.8092
15.5,2,0.12619992,6,178.4028,2009,1,2,2,1239.7196
16.7,2,0.11946222,6,182.7976,1997,2,0,1,1810.976
9.6,2,0.027454996,13,258.1304,2009,1,2,2,2324.9736
9.13,1,0.051928032,9,151.4024,1999,1,0,1,1973.4312
10.5,2,0.0,15,78.296,1997,2,0,1,1438.128
17.0,1,0.1195706,5,249.7434,1999,1,0,1,4221.838
12.857645,1,0.033725742,13,211.6902,1985,1,2,3,4247.804
9.195,1,0.101275794,0,46.4744,2004,2,1,1,950.7624
10.1,1,0.056077573,9,117.8492,1997,2,0,1,1621.8888
8.18,1,0.0,9,140.5154,2002,1,1,1,1701.7848
8.655,2,0.08817805,13,122.6756,2004,2,1,1,2302.3364
17.85,2,0.046608496,6,122.9388,1997,2,0,1,3095.97
10.65,2,0.08511986,13,229.8668,2004,2,1,1,4146.6025
13.65,2,0.031418983,3,99.27,1987,0,2,1,2596.62
17.25,1,0.08480966,14,261.191,2007,1,1,1,3155.892
9.5,2,0.035350043,6,169.7448,2007,1,1,1,3579.3408
16.7,2,0.0,15,63.6168,1999,1,0,1,1342.2528
8.6,1,0.054601777,8,141.1154,1998,1,2,0,425.4462
19.25,1,0.10218843,4,54.3956,2009,1,2,2,1201.1031
11.0,2,0.13303481,3,222.0798,1987,0,2,1,2864.9375
9.895,1,0.16817144,14,237.7564,2002,1,1,1,3813.7024
14.0,2,0.029722659,4,143.4786,1997,2,0,1,1589.2646
7.365,1,0.042733625,6,226.972,2009,1,2,2,3848.324
20.85,2,0.0621727,0,90.2514,1987,0,2,1,619.8598
7.64,2,0.070704475,13,93.412,1997,2,0,1,1491.392
12.857645,2,0.19150053,0,121.2098,1985,2,0,0,120.5098
17.7,2,0.122065514,10,103.3674,1999,1,0,1,2546.685
7.97,2,0.04021623,10,90.4514,2007,1,1,1,1328.271
12.35,1,0.041737627,8,33.1216,1997,2,0,1,519.324
8.42,1,0.11227101,8,63.2168,1997,2,0,1,703.0848
12.857645,1,0.13507593,6,170.3106,1985,1,2,3,3422.212
6.305,2,0.12301331,13,93.2436,1987,0,2,1,2079.9592
5.92,2,0.019238941,14,49.8692,2002,1,1,1,1133.1917
15.1,2,0.06721284,13,260.2304,2002,1,1,1,4908.278
17.35,1,0.28016493,9,177.5712,1998,1,2,0,527.3136
7.405,1,0.015271793,3,89.9146,1997,2,0,1,1550.6482
6.405,1,0.13651286,13,128.7678,1999,1,0,1,3052.027
19.7,1,0.078034975,0,178.066,1999,1,0,1,3954.852
17.7,2,0.042649478,5,162.721,2009,1,2,2,978.726
17.6,1,0.104859136,13,161.8868,2004,2,1,1,4094.67
15.85,2,0.11020207,5,39.7506,1999,1,0,1,721.0614
17.5,1,0.01558456,6,185.1266,1999,1,0,1,4795.092
12.857645,1,0.060805496,14,150.8024,1985,1,2,3,3339.6528
9.6,1,0.03649037,6,140.8154,2007,1,1,1,1843.6002
11.0,2,0.0880253,5,158.063,2002,1,1,1,2659.871
20.75,2,0.12986445,12,240.188,2009,1,2,2,5992.2
12.857645,1,0.0,14,89.4146,1985,1,2,3,2645.2234
16.6,1,0.08417682,3,118.0124,1998,1,2,0,592.562
12.5,2,0.062343433,0,199.7426,1997,2,0,1,593.2278
7.02,1,0.049942926,4,82.425,1999,1,0,1,1414.825
19.1,4,0.025867261,6,147.6418,2004,2,1,1,1471.418
5.785,2,0.038817123,6,262.6252,1999,1,0,1,524.6504
11.65,1,0.01941154,7,40.3164,2002,1,1,1,502.0132
19.0,1,0.21647815,9,190.1872,1998,1,2,0,567.2616
5.19,1,0.042707324,5,197.811,2002,1,1,1,2946.165
14.15,1,0.0,9,196.311,1997,2,0,1,3338.987
16.2,1,0.17589812,8,183.7608,2009,1,2,2,2940.1729
7.72,4,0.07484767,1,78.8986,1999,1,0,1,623.1888
18.6,1,0.118180014,11,56.2588,1997,2,0,1,1030.6584
8.35,2,0.12758735,5,76.5354,2007,1,1,1,1805.6497
18.6,1,0.19780912,11,55.6588,1998,1,2,0,114.5176
12.857645,0,0.06920868,8,264.0884,1985,1,2,3,4504.8027
19.0,1,0.026963908,9,129.8336,1987,0,2,1,3451.507
8.895,2,0.03926195,0,207.4296,2007,1,1,1,2492.7551
18.0,1,0.008533716,0,78.5618,1987,0,2,1,402.809
15.1,2,0.10042308,6,144.7786,2007,1,1,1,2600.6147
12.857645,2,0.0,3,91.8488,1985,1,2,3,2716.464
20.5,1,0.036353096,5,75.8696,1997,2,0,1,2386.2273
12.857645,1,0.07734822,13,259.7962,1985,1,2,3,8028.8823
20.6,1,0.023548476,6,93.3778,2009,1,2,2,1314.2892
15.85,1,0.06904304,1,218.7166,1987,0,2,1,4136.615
20.6,2,0.04801081,6,187.7556,1999,1,0,1,3004.0896
10.3,2,0.058778428,6,187.853,1987,0,2,1,2656.542
12.857645,1,0.11760772,11,55.2588,1985,1,2,3,2748.4224
17.6,2,0.12741233,10,111.3202,1998,1,2,0,337.5606
11.35,2,0.044945125,13,101.0016,1987,0,2,1,2631.2417
10.195,1,0.12657958,3,112.2886,1999,1,0,1,2557.338
17.5,1,0.016802225,10,138.518,2009,1,2,2,2376.906
12.857645,1,0.07519207,7,56.0614,1985,1,2,3,2597.286
11.0,1,0.03786331,8,40.948,1987,0,2,1,319.584
5.92,2,0.019200003,14,47.7692,1997,2,0,1,492.692
13.3,1,0.07979117,4,232.73,2004,2,1,1,2796.36
18.2,1,0.1633497,8,45.1086,1999,1,0,1,669.129
9.395,2,0.10926599,14,42.3112,1999,1,0,1,980.0576
6.75,2,0.10821852,4,96.3752,2004,2,1,1,1342.2528
15.7,1,0.12239203,3,133.1942,1987,0,2,1,2782.3782
8.39,1,0.20168772,9,162.8868,1998,1,2,0,327.5736
12.857645,1,0.046259034,6,47.4692,1985,1,2,3,1576.6144
9.6,1,0.035651293,13,244.917,2002,1,1,1,2916.204
11.1,1,0.059835657,6,151.3366,2004,2,1,1,3022.732
12.8,0,0.091408074,11,108.9938,2009,1,2,2,1071.938
12.85,1,0.1694057,5,46.106,2007,1,1,1,792.302
13.65,1,0.0159437,1,231.9668,2002,1,1,1,3225.1353
12.857645,1,0.17423238,14,146.6102,1985,1,2,3,1895.5326
7.935,1,0.031801105,9,261.591,2002,1,1,1,3155.892
12.857645,1,0.052749198,3,74.967,1985,2,0,0,229.701
16.1,1,0.039463565,14,189.9846,1998,1,2,0,191.0846
7.645,2,0.0,13,41.8112,1997,2,0,1,894.8352
8.775,1,0.036159635,6,110.7228,1998,1,2,0,331.5684
10.65,1,0.024020078,6,57.2272,2002,1,1,1,1174.4712
7.64,2,0.07110441,13,95.012,2007,1,1,1,1864.24
7.325,1,0.09391361,6,93.2146,2007,1,1,1,1733.0774
